State,Year,Quarter,Transaction_Count,Transaction_Amount,User_Count,Avg_Transaction_Value,Transactions_Per_User,Transaction_Growth,User_Growth,ZScore_Transaction,Transaction_Count_Scaled,Transaction_Amount_Scaled,User_Count_Scaled,Avg_Transaction_Value_Scaled,Transactions_Per_User_Scaled,Transaction_Growth_Scaled,User_Growth_Scaled
Andhra Pradesh,2018,1,9039585,11996276391.823305,3336450.0,1327.0826472479991,2.7093422649822414,0.0,0.0,-0.4705124054216127,-0.4364324670145134,-0.47074596830788706,-0.014207775964073598,-0.9115586314737056,-0.25437272054070587,-0.8658126563338469,-0.22746072650092677
Andhra Pradesh,2018,2,12353918,22883914272.633064,4402540.0,1852.360868238972,2.806088757853421,0.9075847809100832,0.31952824109457656,-0.455025646308142,-0.42998581421941534,-0.45525152154980614,0.1428963370487435,-0.010250415002415362,-0.23627187402450525,2.5666732118302638,1.1739202486131681
Andhra Pradesh,2018,3,25626061,35718044599.21493,5427617.0,1393.8172003576722,4.721420284445273,0.5608363225661195,0.23283763463818619,-0.43677016362452065,-0.40417039441461877,-0.43698697682408605,0.29395657854321344,-0.797050931293763,0.1220782941479178,1.2552704557374812,0.793714210508605
Andhra Pradesh,2018,4,30759548,51473779406.841,6857409.0,1673.4244406595637,4.48559331957595,0.44111414788849834,0.2634290518288229,-0.4143589416227761,-0.3941853360885093,-0.4145646298665797,0.5046575549643615,-0.3172817480340437,0.07795609840936135,0.8024811611938533,0.9278814750542372
Andhra Pradesh,2019,1,57264522,83760595917.0764,8283019.0,1462.6961509794214,6.913484322564031,0.6272478314647398,0.20789338947115454,-0.3684336311643742,-0.3426309615820548,-0.368616522032508,0.7147422518963299,-0.6788637275292845,0.5322039072851623,1.5064387989851338,0.6843142072540784
Andhra Pradesh,2019,2,56409015,113634518758.22997,9389003.0,2014.4744374322077,6.007987749071972,0.35665843245347695,0.13352426210781365,-0.32594046121510445,-0.3442949937094168,-0.3261022584259703,0.8777253352442344,0.26791510962127046,0.36278945089190195,0.48306962431714473,0.35814748137780367
Andhra Pradesh,2019,3,76288614,139447944254.79395,10458693.0,1827.8998259791945,7.294277975268994,0.227161832325659,0.11393009460109882,-0.28922301093478003,-0.30562752352498507,-0.2893665815621057,1.0353599614471631,-0.05222234052903608,0.6034487375358435,-0.006686549721290521,0.2722117485203708
Andhra Pradesh,2019,4,107218103,200948315488.79117,11757883.0,1874.2013696025863,9.118827173224975,0.44102744979607666,0.12422106662849752,-0.20174384923629216,-0.24546710008147352,-0.2018439951095418,1.2268148035197104,0.027225007629310845,0.9448139282868195,0.8021532689866527,0.31734570089098224
Andhra Pradesh,2020,1,127677357,252737214289.0628,13022060.0,1979.4991079668323,9.804697336673307,0.25772248288968824,0.10751739917806624,-0.1280784491511758,-0.20567215280709866,-0.12814202743712233,1.4131099627240964,0.20790205261414402,1.07313724203371,0.10889383834751792,0.2440870690421047
Andhra Pradesh,2020,2,144917855,302583689746.5638,14319675.0,2087.966936486631,10.12019162446075,0.1972264970859816,0.09964744441355666,-0.05717598467571019,-0.17213795312934083,-0.057204366898692106,1.6043327052759697,0.3940185546142783,1.1321648461411011,-0.11990199507716381,0.20957116883806653
Andhra Pradesh,2020,3,204902935,467084130584.9084,15692405.0,2279.5385072688605,13.057459006442926,0.5436527030790255,0.09586320918596258,0.17681220718117305,-0.05546199339741912,0.1768999769593169,1.8066247529042978,0.7227301285732951,1.681714752090612,1.190282002543924,0.19297434085459816
Andhra Pradesh,2020,4,286118552,654841546033.3309,17076565.0,2288.7070462782535,16.75504130953737,0.40197772339921367,0.08820572754781697,0.4438815106104035,0.10250912306512751,0.44410185389059625,2.0106011799112307,0.7384621334651285,2.3735162609933713,0.6544671939970517,0.15939030130860224
Andhra Pradesh,2021,1,289747970,672444670176.6162,18363733.0,2320.791652747787,15.77827177077776,0.026881501715820155,0.07537628322792078,0.4689204902528183,0.10956864233922553,0.4691532629106157,2.200284402658355,0.7935150906935518,2.190766943906192,-0.7641468101282092,0.10312316470246247
Andhra Pradesh,2021,2,352767134,850737499108.2452,19620905.0,2411.612129117009,17.979146935373265,0.26514126267786575,0.06845950112648658,0.7225272067464074,0.23214614729884833,0.722885870062985,2.3855472716136488,0.9493510616214673,2.602541080346527,0.1369516653600047,0.07278767131147122
Andhra Pradesh,2021,3,432032550,984218035564.1165,21059898.0,2278.110840408012,20.514465454675992,0.15689979176395452,0.07333978733396851,0.9123921652487907,0.38632396093767357,0.9128450777439218,2.597604151329857,0.7202804403497114,3.0768881086019624,-0.27241760468079174,0.09419153915379003
Andhra Pradesh,2021,4,522254003,1156264447083.98,22489029.0,2213.98867302503,23.222612368012864,0.17480518066431605,0.06786030017809197,1.157113872630467,0.5618121759602004,1.1576882652558804,2.80820771963471,0.6102552498683756,3.583570574982467,-0.2046994193859212,0.07015970701487566
Andhra Pradesh,2022,1,582603911,1294320646554.8762,23857951.0,2221.61338452614,24.419696016644515,0.11939846444216506,0.0608706583107701,1.3534873311099676,0.6791977564350982,1.3541592037406298,3.00993860219972,0.623338250170975,3.807539700352073,-0.4142476339815936,0.039504666627298214
Andhra Pradesh,2022,2,671134030,1479853948202.9336,0.0,2205.0050840112126,0.0,0.14334415675273027,-1.0,1.6173930176882085,0.8513961864364624,1.6181958933979632,-0.5058829796163108,0.5948405947999067,-0.7612788319963298,-0.3236850196801489,-4.613241996768373
Andhra Pradesh,2022,3,642855035,1385077409712.1436,0.0,2154.5719241541656,0.0,-0.06404452182992948,0.0,1.4825812764010997,0.7963911938303141,1.4833172314111325,-0.5058829796163108,0.5083039375670767,-0.7612788319963298,-1.1080290538963136,-0.22746072650092677
Andhra Pradesh,2022,4,690017077,1424725083041.656,0.0,2064.767859421624,0.0,0.028624879051166063,0.0,1.5389767933153775,0.8881252802609265,1.539740743123319,-0.5058829796163108,0.3542119950851319,-0.7612788319963298,-0.757553356610344,-0.22746072650092677
Andhra Pradesh,2023,1,1145532464,2249051316530.0,0.0,1963.32394516058,0.0,0.5785861730801314,0.0,2.7115122825283167,1.774140518564897,2.7128582802694563,-0.5058829796163108,0.18014760448086317,-0.7612788319963298,1.3224003948163157,-0.22746072650092677
Andhra Pradesh,2023,2,1305656964,2506039086916.0,0.0,1919.3702143926987,0.0,0.11426496518652107,0.0,3.0770560063961705,2.085595962386829,3.0785834604522173,-0.5058829796163108,0.10472879383434446,-0.7612788319963298,-0.433662529449056,-0.22746072650092677
Andhra Pradesh,2023,3,1475164403,2653414098098.0,0.0,1798.7243270660729,0.0,0.05880794595401295,0.0,3.286684699277618,2.415302001405618,3.2883162132521524,-0.5058829796163108,-0.10228365249517148,-0.7612788319963298,-0.6434009900424673,-0.22746072650092677
Andhra Pradesh,2023,4,1596987426,2802514977823.0,0.0,1754.8760448555968,0.0,0.05619208846138157,0.0,3.4987682965818214,2.652257893203528,3.500505089092154,-0.5058829796163108,-0.177521527311103,-0.7612788319963298,-0.6532941637331773,-0.22746072650092677
Andhra Pradesh,2024,1,1755428485,3012725669749.0,0.0,1716.2337830862987,0.0,0.07500787456604141,0.0,3.797775517851734,2.9604389045444655,3.799660737882387,-0.5058829796163108,-0.2438265569961265,-0.7612788319963298,-0.5821328559841857,-0.22746072650092677
Andhra Pradesh,2024,2,1930122300,3181922420088.0,0.0,1648.5600006217223,0.0,0.05616068931795448,0.0,4.038443819274637,3.300232875384477,4.040448507320304,-0.5058829796163108,-0.3599458509960611,-0.7612788319963298,-0.6534129153014637,-0.22746072650092677
Andhra Pradesh,2024,3,2091371362,3226645607489.0,0.0,1542.8372340354347,0.0,0.014055398434184019,0.0,4.102058832709891,3.613875685641997,4.104095099319645,-0.5058829796163108,-0.5413521884081257,-0.7612788319963298,-0.8126551359439889,-0.22746072650092677
Andhra Pradesh,2024,4,2296445544,3452015568966.0,0.0,1503.199402217569,0.0,0.06984651830182997,0.0,4.422628853775552,4.012761992055005,4.424824251703652,-0.5058829796163108,-0.6093654851200093,-0.7612788319963298,-0.6016531066650103,-0.22746072650092677
Arunachal Pradesh,2018,1,45497,92387336.00940917,21495.0,2030.6247886543986,2.1166317748313563,0.0,0.0,-0.4874446972868487,-0.453926714739337,-0.48768666538181404,-0.502715373777019,0.2956269843454806,-0.36526626605711604,-0.8658126563338469,-0.22746072650092677
Arunachal Pradesh,2018,2,82157,198970192.34204647,32883.0,2421.8288440674132,2.49846425204513,1.153652231316448,0.529797627355199,-0.487293092040631,-0.4538554079963307,-0.48753498487858193,-0.5010371837189659,0.9668815983202329,-0.293827076275322,3.4973003707476615,2.096115784585637
Arunachal Pradesh,2018,3,131146,331726406.74139136,45922.0,2529.4435723650845,2.8558425155698792,0.6672165957960468,0.3965270808624517,-0.4871042573699957,-0.4537601203249413,-0.4873460564702042,-0.49911569441733644,1.1515342927438295,-0.2269631631317084,1.6576006756724255,1.5116203178994392
Arunachal Pradesh,2018,4,176429,504040029.0917603,61852.0,2856.9001076453433,2.8524380779926277,0.5194449969872368,0.3468925569443839,-0.48685915557743764,-0.45367204113117277,-0.4871008330088411,-0.4967681735510923,1.7134065615550473,-0.22760011854198736,1.0987284520564273,1.2939341525409358
Arunachal Pradesh,2019,1,226506,609950106.3139497,76957.0,2692.865117541918,2.9432800135140402,0.21012235360161946,0.24421198991140147,-0.4867085073035342,-0.4535746372094726,-0.4869501099529654,-0.4945422286242488,1.4319441318162278,-0.2106039889324404,-0.07112986251296162,0.8435996448272405
Arunachal Pradesh,2019,2,258656,752655874.3550282,95885.0,2909.8720863039257,2.6975647911560725,0.23396301855487467,0.24595553360967815,-0.4865055202205738,-0.45351210279082416,-0.4867470221069891,-0.4917529081624617,1.8042994973361077,-0.2565762344847194,0.019035538296895364,0.8512464461230351
Arunachal Pradesh,2019,3,370234,912645034.7958703,112149.0,2465.049225073522,3.3012688476936933,0.2125661486106667,0.16961985712050898,-0.4862779489497767,-0.4532950743191614,-0.48651933786955776,-0.48935616746135724,1.0410420774018412,-0.143625840684445,-0.061887429178157094,0.5164548659236419
Arunachal Pradesh,2019,4,459475,1190573179.5272827,129321.0,2591.159866210964,3.552980567734552,0.3045303860044295,0.1531177273092048,-0.4858826192854888,-0.45312149316660755,-0.48612381196318066,-0.48682561954452463,1.2574313212338109,-0.09653167659050589,0.2859213396225332,0.444080134077702
Arunachal Pradesh,2020,1,567175,1381758681.330147,149066.0,2436.212247243174,3.80485825070774,0.1605827387097487,0.15268208566280794,-0.4856106738144122,-0.4529120077268427,-0.4858517314980669,-0.4839159020615372,0.9915616230101486,-0.04940646155635881,-0.2584886984116052,0.44216950510438613
Arunachal Pradesh,2020,2,808774,1826716832.9849634,177534.0,2258.6245761918203,4.555600617346537,0.32202305486981153,0.19097580937302938,-0.48497775786095276,-0.45244207761763433,-0.4852185013644176,-0.4797207216459542,0.686844578468269,0.09105415823925755,0.35207861764199216,0.6101174013214717
Arunachal Pradesh,2020,3,962827,2609938565.5582175,206046.0,2710.7035485691795,4.67287401842307,0.4287592463323522,0.1606002230558654,-0.48386369010469715,-0.4521424317452844,-0.4841038805836771,-0.4755190571802698,1.4625525290642518,0.11299549968039554,0.7557549204216075,0.4768967237782619
Arunachal Pradesh,2020,4,1209129,3570264021.845619,231292.0,2952.7569199362674,5.2277164796015425,0.3679494486806074,0.12252603787503769,-0.48249770703519496,-0.451663353910698,-0.48273721943864567,-0.47179868606983677,1.877884221336112,0.21680410227062266,0.5257722505092389,0.3099116755314933
Arunachal Pradesh,2021,1,1177456,3813779079.016644,251240.0,3238.99923140792,4.6865785702913545,0.06820645635197087,0.08624595749096375,-0.48215132712504405,-0.45172496052475253,-0.48239066758511845,-0.46885905353751806,2.3690383124850167,0.11555956151436222,-0.6078558213691507,0.15079517849922444
Arunachal Pradesh,2021,2,1568338,4456425616.994382,270572.0,2841.4956578201777,5.796379521901749,0.16850649307758014,0.0769463461232287,-0.48123721588827073,-0.45096466258913365,-0.481476102582501,-0.4660101977066184,1.6869745553480358,0.3231984752616675,-0.2285210574126982,0.11000911714184583
Arunachal Pradesh,2021,3,1906967,5678124175.29882,293073.0,2977.5681358402217,6.506798647435963,0.2741431504310414,0.0831608592167703,-0.4794994513254831,-0.4503060010758363,-0.4797374753914335,-0.4626943429036455,1.9204569986972,0.45611479265821236,0.17099680709165777,0.13726461227133235
Arunachal Pradesh,2021,4,2390598,6943510352.611348,314944.0,2904.5077225913133,7.590549431009958,0.2228528539085597,0.07462645825442804,-0.47769954475914744,-0.4493652986364779,-0.47793667534945766,-0.45947132790894213,1.795094956014755,0.6588798336753094,-0.022983107171368457,0.09983459637773921
Arunachal Pradesh,2022,1,2804068,7828091628.087365,335339.0,2791.6910817024996,8.361890504832424,0.12739683971859272,0.06475754419833368,-0.47644130148548663,-0.4485610651659156,-0.4766778074824232,-0.45646582332218455,1.6015164649896605,0.8031943816713023,-0.38399777668773144,0.05655169795264144
Arunachal Pradesh,2022,2,3556925,9131665374.225864,0.0,2567.292077911641,0.0,0.16652510063388215,-1.0,-0.47458707627942287,-0.4470966958091373,-0.4748226618368855,-0.5058829796163108,1.2164773413360859,-0.7612788319963298,-0.23601468412981955,-4.613241996768373
Arunachal Pradesh,2022,3,3939418,9025110785.048607,0.0,2290.975668245565,0.0,-0.011668691833365719,0.0,-0.4747386413179637,-0.4463527151748572,-0.4749743021124816,-0.5058829796163108,0.7423547898470122,-0.7612788319963298,-0.9099436517630859,-0.22746072650092677
Arunachal Pradesh,2022,4,4632709,9684909697.502253,0.0,2090.5499778859958,0.0,0.07310701532292518,0.0,-0.4738001322554507,-0.44500420663242457,-0.47403532717301633,-0.5058829796163108,0.3984507133136071,-0.7612788319963298,-0.5893219061165854,-0.22746072650092677
Arunachal Pradesh,2023,1,8042825,16394578454.0,0.0,2038.4104408587777,0.0,0.6927962124652725,0.0,-0.46425618664478596,-0.4383712479517463,-0.4644866439370359,-0.5058829796163108,0.3089861376893147,-0.7612788319963298,1.7543427923065642,-0.22746072650092677
Arunachal Pradesh,2023,2,10360488,19805698664.0,0.0,1911.656928129254,0.0,0.20806391695711723,0.0,-0.4594041519263579,-0.4338632010364106,-0.4596322006631265,-0.5058829796163108,0.0914938109102052,-0.7612788319963298,-0.07891487041677424,-0.22746072650092677
Arunachal Pradesh,2023,3,12802433,21127391086.0,0.0,1650.2637495544793,0.0,0.06673293603130426,0.0,-0.45752415441122274,-0.4291134153149017,-0.4577512699151142,-0.5058829796163108,-0.35702244231370406,-0.7612788319963298,-0.6134286755900744,-0.22746072650092677
Arunachal Pradesh,2023,4,14617742,24128799794.0,0.0,1650.6516392203391,0.0,0.1420624390291556,0.0,-0.453254900219384,-0.425582488628049,-0.45347989646070175,-0.5058829796163108,-0.35635687475549804,-0.7612788319963298,-0.3285324764309484,-0.22746072650092677
Arunachal Pradesh,2024,1,16406414,26047044476.0,0.0,1587.6135074977383,0.0,0.07950021129840867,0.0,-0.45052635674319147,-0.42210337311723173,-0.4507499985324644,-0.5058829796163108,-0.46452200287634593,-0.7612788319963298,-0.565142837339952,-0.22746072650092677
Arunachal Pradesh,2024,2,19478372,29706351630.0,0.0,1525.0941726546757,0.0,0.14048838275573727,0.0,-0.4453212967442651,-0.41612815981575485,-0.44554235473591114,-0.5058829796163108,-0.5717969439086726,-0.7612788319963298,-0.3344855576502982,-0.22746072650092677
Arunachal Pradesh,2024,3,24447142,31601956705.0,0.0,1292.6646683281015,0.0,0.06381144001155814,0.0,-0.44262495622558007,-0.4064634897271731,-0.4428446757507655,-0.5058829796163108,-0.9706153483813966,-0.7612788319963298,-0.6244777742666968,-0.22746072650092677
Arunachal Pradesh,2024,4,26793457,35079886873.0,0.0,1309.270650405433,0.0,0.11005426659070539,0.0,-0.43767788989999773,-0.40189971229354454,-0.4378951536959053,-0.5058829796163108,-0.9421216711437657,-0.7612788319963298,-0.44958739259048375,-0.22746072650092677
Assam,2018,1,1056881,1157804456.212468,385237.0,1095.4917878289684,2.7434566254020254,0.0,0.0,-0.48592923006828564,-0.4519594889082218,-0.48617044588362235,-0.44911261577768685,-1.308938031785083,-0.24799007261589606,-0.8658126563338469,-0.22746072650092677
Assam,2018,2,1663873,2350585135.5377946,571046.0,1412.7190810463267,2.913728491224875,1.0302090935349106,0.482323868164273,-0.4842325987825894,-0.4507788390841389,-0.4844729723882512,-0.42173091429394854,-0.7646177945470995,-0.21613294975987324,3.0304383928153316,1.8879062606968868
Assam,2018,3,2351851,3811134989.9142737,784802.0,1620.4831810834419,2.9967444017726765,0.6213558625445479,0.3743236096566651,-0.48215508812182334,-0.4494406647677181,-0.48239443044886077,-0.39023080944241845,-0.40812197391715344,-0.200601035262164,1.4841553710568456,1.4142407497501777
Assam,2018,4,3734172,5888022859.013107,1039221.0,1576.7947644117912,3.5932414760671696,0.544952586196783,0.3241824052436155,-0.47920088790993753,-0.44675193568154214,-0.4794387637686733,-0.35273841074380213,-0.4830855405323715,-0.08899903638098543,1.195198160820062,1.1943323945667734
Assam,2019,1,4533005,8002099536.450851,1259085.0,1765.2968696153769,3.600237474038687,0.3590469548197517,0.21156616350131485,-0.4761937897120271,-0.44519813918847206,-0.4764301728438414,-0.32033820184638256,-0.15964076507299246,-0.08769011569815818,0.4921030165031737,0.7004221908054802
Assam,2019,2,5454929,10954969189.12621,1500128.0,2008.2698031681457,3.6363090349623497,0.3690118623524441,0.1914429923317329,-0.47199357828829264,-0.4434049204830891,-0.47222787643044084,-0.28481695437858107,0.2572687747478236,-0.08094128410228434,0.5297902992815717,0.6121663635915418
Assam,2019,3,5942571,12950443620.426498,1731523.0,2179.2661156974814,3.431990796541542,0.1821524457851489,0.15425017065210445,-0.46915518191867167,-0.44245641631579297,-0.4693880710776755,-0.25071748226027885,0.5506759165444592,-0.11916833465842129,-0.17691206086320008,0.44904678288063027
Assam,2019,4,6760510,15281983895.512074,1941220.0,2260.4779662351025,3.482608874831292,0.18003555271327376,0.1211055238654064,-0.4658387598444908,-0.4408654570668069,-0.46607000272785376,-0.21981553103059967,0.6900247515795486,-0.10969791315913478,-0.1849181509899425,0.3036816117938999
Assam,2020,1,8808860,20668428347.729244,2185938.0,2346.322719140643,4.029784925281504,0.3524702348233093,0.12606402159466734,-0.4581769907240639,-0.43688124629111263,-0.458404430296634,-0.1837527180145592,0.8373230366459709,-0.007323662552158957,0.46722985983341975,0.3254284982635562
Assam,2020,2,10505199,19766300125.919445,2550883.0,1881.5731264033595,4.118259833947696,-0.043647644931304685,0.16695121270594138,-0.4594601930691068,-0.4335817261295043,-0.45968826962476156,-0.12997268019086466,0.0398739709954871,0.009229606664886507,-1.0308880603695072,0.5047507752332275
Assam,2020,3,12397711,29831391259.544067,2830011.0,2406.2015366823816,4.380799579930962,0.5092046093353768,0.1094240700181075,-0.44514343827362296,-0.42990063319932603,-0.4453644079761244,-0.0888390452660069,0.9400671979042416,0.058349647148142614,1.0599993033985082,0.25244931030092277
Assam,2020,4,15423454,40226611319.26421,3106153.0,2608.1454464910526,4.965452120355952,0.34846581472777816,0.0975762991733955,-0.43035710254508464,-0.4240153119089794,-0.4305707322939305,-0.04814544155939176,1.2865763389714482,0.167735585443918,0.4520851420316072,0.20048757883576412
Assam,2021,1,19512060,51326464546.122375,3358448.0,2630.499524197977,5.8098443090379845,0.27593309162341817,0.08122426680205397,-0.41456848475662744,-0.41606263385944287,-0.414774277017878,-0.010966045642941282,1.3249329909393865,0.32571767816084474,0.1777663651284476,0.12877114153072747
